Suburb,Rooms,Type,Price,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Regionname
Kurunjang,3,h,375000,3,2,1,637,Melton,Northern Victoria
Lalor,2,u,444000,2,1,1,277,Whittlesea,Northern Metropolitan
Lalor,3,h,544000,3,1,2,534,Whittlesea,Northern Metropolitan
Lalor,3,h,580500,3,1,1,532,Whittlesea,Northern Metropolitan
Lalor,4,h,710000,4,1,1,627,Whittlesea,Northern Metropolitan
Lalor,3,h,700000,3,1,2,625,Whittlesea,Northern Metropolitan
Langwarrin,3,h,565500,3,2,2,361,Frankston,Eastern Victoria
Lower Plenty,4,h,1129000,4,2,2,792,Banyule,Eastern Metropolitan
Maidstone,3,t,670000,3,2,2,159,Maribyrnong,Western Metropolitan
Maidstone,4,t,821000,4,3,2,294,Maribyrnong,Western Metropolitan
Meadow Heights,3,t,360000,3,1,1,154,Hume,Northern Metropolitan
Meadow Heights,3,h,510000,3,1,1,670,Hume,Northern Metropolitan
Melbourne,2,u,565000,2,1,0,89,Melbourne,Northern Metropolitan
Melbourne,2,u,540000,2,1,0,0,Melbourne,Northern Metropolitan
Melton South,3,h,300000,3,1,1,585,Melton,Western Victoria
Melton South,3,h,385000,3,1,2,670,Melton,Western Victoria
Melton West,4,h,427500,4,1,2,865,Melton,Northern Victoria
Mentone,2,u,641000,2,1,1,0,Kingston,South-Eastern Metropolitan
Mill Park,3,h,668000,3,2,1,555,Whittlesea,Northern Metropolitan
Mill Park,3,h,650000,3,2,1,661,Whittlesea,Northern Metropolitan
Mill Park,2,h,490000,2,1,2,374,Whittlesea,Northern Metropolitan
Mill Park,4,h,800000,4,2,2,674,Whittlesea,Northern Metropolitan
Mill Park,5,h,955000,5,2,5,698,Whittlesea,Northern Metropolitan
Mill Park,3,h,635000,3,1,2,528,Whittlesea,Northern Metropolitan
Mont Albert,3,t,943000,3,1,1,248,Whitehorse,Eastern Metropolitan
Moonee Ponds,4,h,1400000,4,2,1,375,Moonee Valley,Western Metropolitan
Moonee Ponds,3,h,1245000,3,1,0,234,Moonee Valley,Western Metropolitan
Moorabbin,3,t,920000,3,2,2,230,Kingston,Southern Metropolitan
Mooroolbark,3,h,696000,3,1,2,886,Yarra Ranges,Eastern Victoria
Mordialloc,2,u,600000,2,1,1,0,Kingston,South-Eastern Metropolitan
Mount Waverley,3,h,1635000,3,1,2,720,Monash,Eastern Metropolitan
Mount Waverley,3,h,1406000,3,2,2,660,Monash,Eastern Metropolitan
Mount Waverley,4,h,1640000,4,2,2,811,Monash,Eastern Metropolitan
Mulgrave,3,h,9000000,3,1,1,744,Monash,South-Eastern Metropolitan
Mulgrave,3,h,1001000,3,1,2,727,Monash,South-Eastern Metropolitan
Mulgrave,4,h,1030000,4,2,2,492,Monash,South-Eastern Metropolitan
Murrumbeena,2,u,540000,2,1,1,80,Glen Eira,Southern Metropolitan
Murrumbeena,2,u,910000,2,1,2,402,Glen Eira,Southern Metropolitan
Murrumbeena,1,u,295000,1,1,1,0,Glen Eira,Southern Metropolitan
Murrumbeena,3,h,1965000,3,2,3,926,Glen Eira,Southern Metropolitan
Newport,3,t,950000,3,2,2,211,Hobsons Bay,Western Metropolitan
Newport,2,u,582000,2,1,1,963,Hobsons Bay,Western Metropolitan
Noble Park,3,h,695000,3,1,1,671,Greater Dandenong,South-Eastern Metropolitan
North Melbourne,3,u,681000,3,1,1,1843,Melbourne,Northern Metropolitan
North Melbourne,2,h,1803000,2,2,0,119,Melbourne,Northern Metropolitan
Northcote,2,h,950000,2,1,0,114,Darebin,Northern Metropolitan
Northcote,3,h,1610000,3,1,4,693,Darebin,Northern Metropolitan
Northcote,4,h,1515000,4,1,2,318,Darebin,Northern Metropolitan
Nunawading,2,u,725000,2,1,2,848,Whitehorse,Eastern Metropolitan
Nunawading,3,u,813000,3,2,2,266,Whitehorse,Eastern Metropolitan
Oak Park,2,t,545000,2,1,1,0,Moreland,Northern Metropolitan
Oak Park,4,h,1300000,4,2,2,866,Moreland,Northern Metropolitan
Oak Park,4,h,1260000,4,2,2,656,Moreland,Northern Metropolitan
Oak Park,4,h,921000,4,1,4,550,Moreland,Northern Metropolitan
Oakleigh South,3,h,1250000,3,1,2,680,Monash,South-Eastern Metropolitan
Oakleigh South,3,h,840000,3,1,4,601,Kingston,South-Eastern Metropolitan
Parkdale,5,h,1350000,5,2,2,653,Kingston,South-Eastern Metropolitan
Pascoe Vale,2,u,541000,2,1,1,133,Moreland,Northern Metropolitan
Pascoe Vale,2,u,565000,2,1,2,189,Moreland,Northern Metropolitan
Pascoe Vale,3,h,840000,3,1,1,438,Moreland,Northern Metropolitan
Pascoe Vale,3,h,940000,3,1,1,559,Moreland,Northern Metropolitan
Point Cook,4,h,620000,4,2,2,448,Wyndham,Western Metropolitan
Point Cook,4,h,801000,4,2,2,628,Wyndham,Western Metropolitan
Port Melbourne,2,h,1722500,2,1,0,101,Port Phillip,Southern Metropolitan
Port Melbourne,3,h,2730000,3,1,1,324,Port Phillip,Southern Metropolitan
Port Melbourne,3,h,1030000,3,1,0,130,Port Phillip,Southern Metropolitan
Prahran,2,u,520000,2,2,1,1111,Stonnington,Southern Metropolitan
Preston,4,h,1485000,4,1,2,509,Darebin,Northern Metropolitan
Preston,7,h,1350000,7,3,4,530,Darebin,Northern Metropolitan
Preston,3,h,905000,3,1,1,473,Darebin,Northern Metropolitan
Preston,3,h,1045000,3,1,2,520,Darebin,Northern Metropolitan
Reservoir,4,h,905000,4,1,2,870,Darebin,Northern Metropolitan
Reservoir,2,h,875000,2,1,2,519,Darebin,Northern Metropolitan
Reservoir,3,h,670000,3,2,1,536,Darebin,Northern Metropolitan
Reservoir,3,h,605000,3,1,1,540,Darebin,Northern Metropolitan
Reservoir,2,t,672000,2,1,1,243,Darebin,Northern Metropolitan
Richmond,2,u,660000,2,1,1,4422,Yarra,Northern Metropolitan
Richmond,3,h,1310000,3,1,1,209,Yarra,Northern Metropolitan
Richmond,2,u,666000,2,1,1,0,Yarra,Northern Metropolitan
Richmond,1,u,330000,1,1,1,0,Yarra,Northern Metropolitan
Richmond,2,u,927000,2,1,2,0,Yarra,Northern Metropolitan
Richmond,2,u,575500,2,1,1,0,Yarra,Northern Metropolitan
Ringwood East,3,h,1400000,3,2,4,941,Maroondah,Eastern Metropolitan
Ringwood North,5,h,850000,5,3,2,651,Maroondah,Eastern Metropolitan
Ringwood North,4,h,1005000,4,2,2,785,Maroondah,Eastern Metropolitan
Ripponlea,2,u,558500,2,1,1,1453,Port Phillip,Southern Metropolitan
Roxburgh Park,3,h,393200,3,1,1,400,Hume,Northern Metropolitan
Roxburgh Park,3,h,460000,3,2,3,266,Hume,Northern Metropolitan
Roxburgh Park,3,h,490000,3,2,2,400,Hume,Northern Metropolitan
Sandringham,4,h,1660000,4,2,2,390,Bayside,Southern Metropolitan
Sandringham,4,h,1235000,4,2,2,404,Bayside,Southern Metropolitan
Seabrook,4,h,590000,4,2,2,531,Hobsons Bay,Western Metropolitan
Seaford,4,h,870000,4,2,2,771,Frankston,South-Eastern Metropolitan
Seaford,4,h,880000,4,2,2,535,Frankston,South-Eastern Metropolitan
Seaholme,1,u,312000,1,1,0,0,Hobsons Bay,Western Metropolitan
Seddon,2,h,945000,2,1,1,126,Maribyrnong,Western Metropolitan
South Kingsville,3,t,730000,3,2,2,340,Hobsons Bay,Western Metropolitan
South Melbourne,3,h,2200000,3,2,1,195,Port Phillip,Southern Metropolitan
South Melbourne,2,h,980000,2,1,0,64,Port Phillip,Southern Metropolitan
South Morang,4,h,561000,4,2,1,229,Whittlesea,Northern Metropolitan
South Morang,4,h,612000,4,2,2,617,Whittlesea,Northern Metropolitan
South Morang,3,h,690000,3,2,4,806,Whittlesea,Northern Metropolitan
South Yarra,2,u,1090000,2,2,2,17200,Stonnington,Southern Metropolitan
South Yarra,2,u,570000,2,1,1,0,Stonnington,Southern Metropolitan
South Yarra,1,u,555000,1,1,1,0,Stonnington,Southern Metropolitan
Southbank,2,u,732000,2,1,0,3901,Melbourne,Southern Metropolitan
St Kilda,1,u,481000,1,1,1,0,Port Phillip,Southern Metropolitan
St Kilda,2,u,600000,2,1,1,0,Port Phillip,Southern Metropolitan
Sunbury,2,u,360000,2,1,1,143,Hume,Western Metropolitan
Sunbury,4,h,597000,4,2,4,939,Hume,Western Metropolitan
Sunbury,3,h,475000,3,1,4,754,Hume,Western Metropolitan
Sunbury,3,h,495000,3,2,2,563,Hume,Western Metropolitan
Sunshine West,3,h,695000,3,1,0,694,Brimbank,Western Metropolitan
Sunshine West,3,h,760000,3,1,2,1143,Brimbank,Western Metropolitan
Sunshine West,3,h,583500,3,1,1,672,Brimbank,Western Metropolitan
Surrey Hills,3,u,1050000,3,2,2,0,Whitehorse,Southern Metropolitan
Sydenham,3,h,585000,3,2,2,662,Brimbank,Western Metropolitan
Taylors Lakes,3,h,685000,3,1,2,678,Brimbank,Western Metropolitan
Taylors Lakes,3,h,693000,3,2,3,723,Brimbank,Western Metropolitan
Templestowe Lower,3,h,1245000,3,2,2,779,Manningham,Eastern Metropolitan
Templestowe Lower,6,h,2000000,6,3,2,1054,Manningham,Eastern Metropolitan
Thomastown,3,h,867000,3,1,3,819,Whittlesea,Northern Metropolitan
Thomastown,2,u,407000,2,1,1,140,Whittlesea,Northern Metropolitan
Thomastown,3,h,590500,3,1,1,585,Whittlesea,Northern Metropolitan
Thornbury,3,h,1000000,3,2,2,333,Darebin,Northern Metropolitan
Thornbury,3,h,891000,3,2,2,199,Darebin,Northern Metropolitan
Tullamarine,3,h,615500,3,2,1,238,Hume,Western Metropolitan
Tullamarine,2,u,300000,2,1,1,0,Hume,Western Metropolitan
Wantirna,4,h,908000,4,2,1,815,Knox,Eastern Metropolitan
Wantirna,4,h,850000,4,2,3,785,Knox,Eastern Metropolitan
Wantirna,4,h,1200000,4,2,3,741,Knox,Eastern Metropolitan
Wantirna South,5,h,1310000,5,3,2,818,Knox,Eastern Metropolitan
Wantirna South,4,h,930000,4,2,2,639,Knox,Eastern Metropolitan
Watsonia,2,u,686000,2,1,1,169,Banyule,Northern Metropolitan
Watsonia North,4,h,755000,4,1,2,613,Banyule,Northern Metropolitan
Werribee,2,h,678000,2,1,1,487,Wyndham,Western Metropolitan
Werribee,4,h,645000,4,2,2,555,Wyndham,Western Metropolitan
Werribee,4,h,482500,4,2,0,533,Wyndham,Western Metropolitan
Werribee,3,u,394000,3,2,4,287,Wyndham,Western Metropolitan
Werribee,3,h,597000,3,1,1,672,Wyndham,Western Metropolitan
West Footscray,4,h,1300000,4,2,2,588,Maribyrnong,Western Metropolitan
Westmeadows,4,h,821000,4,3,2,544,Hume,Northern Metropolitan
Westmeadows,3,h,635000,3,2,1,691,Hume,Northern Metropolitan
Wheelers Hill,5,h,1095000,5,2,2,629,Monash,South-Eastern Metropolitan
Whittlesea,3,h,601000,3,2,1,972,Whittlesea,Northern Victoria
Williamstown,3,h,1050000,3,1,0,179,Hobsons Bay,Western Metropolitan
Williamstown,1,u,385000,1,1,1,0,Hobsons Bay,Western Metropolitan
Williamstown,3,h,1285000,3,1,0,296,Hobsons Bay,Western Metropolitan
Windsor,2,u,560000,2,1,1,0,Stonnington,Southern Metropolitan
Wollert,3,h,525300,3,2,2,400,Whittlesea,Northern Metropolitan
Yarraville,2,h,750000,2,1,2,269,Maribyrnong,Western Metropolitan
Yarraville,6,h,2450000,6,3,2,1087,Maribyrnong,Western Metropolitan
Aberfeldie,4,h,1436000,4,3,3,511,,Western Metropolitan
Albion,5,h,905000,5,2,3,732,,Western Metropolitan
Alphington,4,h,1680000,4,3,2,720,,Northern Metropolitan
Altona,3,h,913000,3,2,3,530,,Western Metropolitan
Altona Meadows,3,h,590000,3,1,2,459,,Western Metropolitan
Altona North,3,h,1070000,3,1,3,693,,Western Metropolitan
Armadale,4,h,5100000,4,2,2,761,,Southern Metropolitan
Armadale,2,u,820000,2,1,1,1501,,Southern Metropolitan
Balaclava,2,u,600000,2,1,1,2283,,Southern Metropolitan
Balwyn North,3,h,1785000,3,2,3,683,,Southern Metropolitan
Balwyn North,4,h,2650000,4,2,2,996,,Southern Metropolitan
Balwyn North,5,h,1951000,5,3,3,711,,Southern Metropolitan
Balwyn North,5,h,1950000,5,3,2,743,,Southern Metropolitan
Bayswater,3,h,824000,3,1,2,725,,Eastern Metropolitan
Bentleigh East,4,h,1216000,4,1,2,583,,Southern Metropolitan
Bentleigh East,2,h,1575000,2,1,5,587,,Southern Metropolitan
Bentleigh East,3,h,1470000,3,2,2,616,,Southern Metropolitan
Berwick,4,h,975000,4,3,2,675,,Eastern Victoria
Black Rock,4,h,1950000,4,3,2,665,,Southern Metropolitan
Blackburn North,3,h,1160000,3,2,1,583,,Eastern Metropolitan
Blackburn North,4,h,1375000,4,1,3,757,,Eastern Metropolitan
Blackburn North,3,h,1320000,3,2,4,798,,Eastern Metropolitan
Box Hill,3,h,2831000,3,1,3,1100,,Eastern Metropolitan
Box Hill,2,h,1820000,2,1,2,701,,Eastern Metropolitan
Briar Hill,2,u,610000,2,1,1,180,,Eastern Metropolitan
Brighton,5,h,5500000,5,5,2,830,,Southern Metropolitan
Brighton East,4,h,2515000,4,2,2,583,,Southern Metropolitan
Brighton East,2,u,817500,2,1,1,111,,Southern Metropolitan
Brighton East,3,h,1590000,3,2,3,594,,Southern Metropolitan
Brighton East,3,h,1775000,3,1,1,602,,Southern Metropolitan
Broadmeadows,3,h,673000,3,1,1,659,,Northern Metropolitan
Brunswick,3,h,1200000,3,2,1,249,,Northern Metropolitan
Brunswick,2,h,800000,2,1,0,140,,Northern Metropolitan
Bundoora,3,h,680000,3,1,2,532,,Northern Metropolitan
Bundoora,3,h,814000,3,1,2,542,,Northern Metropolitan
Bundoora,3,h,715000,3,1,1,541,,Northern Metropolitan
Burnside,3,h,657500,3,2,2,631,,Western Metropolitan
Burwood East,3,h,930000,3,2,2,369,,Eastern Metropolitan
Camberwell,4,h,4060000,4,3,2,947,,Southern Metropolitan
Camberwell,2,u,692500,2,1,1,145,,Southern Metropolitan
Carlton North,2,h,1520000,2,1,1,193,,Northern Metropolitan
Caulfield East,4,h,1609000,4,2,2,664,,Southern Metropolitan
Cheltenham,3,h,1295000,3,2,2,657,,Southern Metropolitan
Clayton South,2,u,575000,2,1,2,914,,South-Eastern Metropolitan
Coburg,4,h,1055000,4,1,1,560,,Northern Metropolitan
Coburg,4,h,1080000,4,1,1,452,,Northern Metropolitan
Coburg,3,h,1210000,3,1,4,460,,Northern Metropolitan
Coburg,2,t,631000,2,2,1,1965,,Northern Metropolitan
Coburg North,4,h,926000,4,1,5,565,,Northern Metropolitan
Coolaroo,3,h,457000,3,1,2,551,,Northern Metropolitan
Craigieburn,4,h,505000,4,2,2,406,,Northern Metropolitan
Croydon,4,h,730000,4,2,2,655,,Eastern Metropolitan
Croydon,3,h,1005000,3,1,8,1082,,Eastern Metropolitan
Croydon Hills,3,h,790000,3,2,2,659,,Eastern Metropolitan
Croydon Hills,3,h,931000,3,2,2,899,,Eastern Metropolitan
Croydon North,3,h,857000,3,2,1,1007,,Eastern Metropolitan
Dallas,3,h,477000,3,1,1,627,,Northern Metropolitan
Dandenong,3,h,500000,3,1,1,372,,South-Eastern Metropolitan
Dandenong,3,h,510000,3,2,1,673,,South-Eastern Metropolitan
Dandenong North,3,h,632000,3,1,2,544,,South-Eastern Metropolitan
Diamond Creek,4,h,950000,4,2,2,879,,Northern Victoria
Dingley Village,4,h,955000,4,2,2,615,,South-Eastern Metropolitan
Doncaster,4,h,1375000,4,2,3,652,,Eastern Metropolitan
Doncaster,5,h,1820000,5,3,2,630,,Eastern Metropolitan
Doncaster East,3,h,1482000,3,1,3,713,,Eastern Metropolitan
Doncaster East,4,h,1470000,4,2,2,775,,Eastern Metropolitan
Doncaster East,4,t,1175000,4,2,2,723,,Eastern Metropolitan
Doncaster East,3,h,1381000,3,2,1,646,,Eastern Metropolitan
Doncaster East,3,h,1620000,3,2,1,848,,Eastern Metropolitan
Donvale,3,t,1171000,3,2,2,247,,Eastern Metropolitan
Doreen,4,h,555000,4,2,2,387,,Northern Victoria
Eltham North,3,h,881017,3,2,2,662,,Eastern Metropolitan
Elwood,2,u,670000,2,1,0,643,,Southern Metropolitan
Epping,4,h,652000,4,1,5,548,,Northern Metropolitan
Epping,3,h,557500,3,1,2,654,,Northern Metropolitan
Essendon,4,t,1185000,4,3,1,205,,Western Metropolitan
Essendon,4,h,2100000,4,2,3,920,,Western Metropolitan
Essendon,4,h,900000,4,1,1,478,,Western Metropolitan
Essendon,3,h,1500000,3,1,2,649,,Western Metropolitan
Essendon North,3,u,801000,3,2,1,256,,Western Metropolitan
Fairfield,3,h,1492000,3,2,1,292,,Northern Metropolitan
Fawkner,2,t,515000,2,1,2,177,,Northern Metropolitan
Ferntree Gully,3,h,760000,3,1,2,944,,Eastern Metropolitan
Fitzroy,3,h,2300000,3,2,1,203,,Northern Metropolitan
Flemington,2,h,1090000,2,1,2,263,,Northern Metropolitan
Flemington,3,h,1500000,3,1,2,241,,Northern Metropolitan
Footscray,3,h,810000,3,2,2,121,,Western Metropolitan
Forest Hill,2,u,730000,2,1,1,296,,Eastern Metropolitan
Frankston,4,h,695000,4,1,3,713,,South-Eastern Metropolitan
Frankston,3,h,938000,3,1,1,972,,South-Eastern Metropolitan
Frankston South,3,h,1155000,3,2,2,2405,,South-Eastern Metropolitan
Frankston South,4,h,1905000,4,2,2,1471,,South-Eastern Metropolitan
Gladstone Park,3,h,680000,3,1,2,300,,Western Metropolitan
Gladstone Park,4,h,670000,4,2,2,729,,Western Metropolitan
Gladstone Park,3,h,650000,3,1,3,529,,Western Metropolitan
Gladstone Park,4,h,670000,4,2,3,213,,Western Metropolitan
Glen Iris,3,h,1300000,3,2,2,400,,Southern Metropolitan
Glen Iris,4,h,2825000,4,2,2,728,,Southern Metropolitan
Glen Iris,4,h,1770000,4,3,2,276,,Southern Metropolitan
Glen Iris,2,h,1910000,2,1,1,848,,Southern Metropolitan
Glen Iris,3,h,1850000,3,1,1,645,,Southern Metropolitan
Glen Iris,3,h,2152500,3,2,2,656,,Southern Metropolitan
Glen Iris,3,t,1160000,3,2,2,203,,Southern Metropolitan
Glen Waverley,2,u,791000,2,1,1,310,,Eastern Metropolitan
Glenroy,3,h,815000,3,1,1,697,,Northern Metropolitan
Glenroy,4,h,835000,4,1,3,649,,Northern Metropolitan
Glenroy,3,h,830000,3,1,2,655,,Northern Metropolitan
Glenroy,3,h,815000,3,1,3,760,,Northern Metropolitan
Glenroy,3,h,780000,3,1,3,618,,Northern Metropolitan
Gowanbrae,4,h,635000,4,2,2,2679,,Western Metropolitan
Greensborough,3,h,700000,3,1,2,676,,Northern Metropolitan
Greenvale,4,h,797000,4,2,2,1057,,Northern Metropolitan
Hampton,4,h,2675000,4,2,4,728,,Southern Metropolitan
Hampton,4,h,1900000,4,3,2,699,,Southern Metropolitan
Hampton,4,h,2260000,4,2,2,766,,Southern Metropolitan
Highett,2,h,832000,2,1,1,254,,Southern Metropolitan
Hoppers Crossing,5,h,610000,5,2,2,650,,Western Metropolitan
Hoppers Crossing,4,h,555000,4,1,2,570,,Western Metropolitan
Huntingdale,3,h,1080000,3,1,3,594,,Southern Metropolitan
Kealba,5,h,750000,5,2,4,647,,Western Metropolitan
Keilor East,4,h,1010000,4,1,2,612,,Western Metropolitan
Kew,4,h,3060000,4,2,2,838,,Southern Metropolitan
Kew,4,h,1690000,4,2,4,350,,Southern Metropolitan
Kew East,4,h,1600000,4,2,2,12300,,Southern Metropolitan
Lalor,3,h,685000,3,1,2,888,,Northern Metropolitan
Lalor,4,h,715000,4,2,2,500,,Northern Metropolitan
Lalor,3,h,685500,3,1,1,551,,Northern Metropolitan
Maidstone,3,t,722000,3,2,2,147,,Western Metropolitan
Malvern East,3,h,1430000,3,1,1,641,,Southern Metropolitan
Maribyrnong,3,h,983000,3,2,2,359,,Western Metropolitan
Meadow Heights,4,h,560000,4,3,2,572,,Northern Metropolitan
Meadow Heights,3,h,482000,3,2,2,452,,Northern Metropolitan
Melton,5,h,460000,5,2,2,590,,Western Victoria
Melton,3,h,430000,3,1,2,583,,Western Victoria
Melton West,3,h,438000,3,2,2,575,,Northern Victoria
Mentone,4,h,900000,4,2,2,530,,South-Eastern Metropolitan
Mentone,3,h,960500,3,2,2,535,,South-Eastern Metropolitan
Mentone,3,t,840000,3,2,2,163,,South-Eastern Metropolitan
Moonee Ponds,3,h,1210000,3,2,0,411,,Western Metropolitan
Moonee Ponds,4,h,1450000,4,2,3,465,,Western Metropolitan
Moorabbin,4,h,1188000,4,2,2,595,,Southern Metropolitan
Mordialloc,2,h,1300000,2,1,2,502,,South-Eastern Metropolitan
Mount Waverley,3,h,1800000,3,2,2,786,,Eastern Metropolitan
Mulgrave,3,t,650000,3,2,1,145,,South-Eastern Metropolitan
Mulgrave,4,h,1105000,4,3,2,650,,South-Eastern Metropolitan
Newport,4,t,940000,4,2,2,510,,Western Metropolitan
Niddrie,2,h,1370000,2,1,0,650,,Western Metropolitan
Niddrie,5,h,1215000,5,2,2,647,,Western Metropolitan
Niddrie,2,h,1300000,2,1,1,650,,Western Metropolitan
North Melbourne,2,h,1100000,2,1,0,129,,Northern Metropolitan
North Melbourne,3,h,1425000,3,1,3,163,,Northern Metropolitan
North Melbourne,3,h,1550000,3,2,1,173,,Northern Metropolitan
Northcote,2,h,1386000,2,1,0,270,,Northern Metropolitan
Northcote,4,h,1700000,4,3,4,422,,Northern Metropolitan
Oakleigh,4,h,1150000,4,2,2,1060,,Southern Metropolitan
Oakleigh South,3,h,1140000,3,1,4,697,,South-Eastern Metropolitan
Ormond,5,h,2110000,5,3,4,664,,Southern Metropolitan
Parkdale,4,h,1320000,4,2,5,600,,South-Eastern Metropolitan
Parkdale,2,u,672000,2,1,1,158,,South-Eastern Metropolitan
Pascoe Vale,3,t,676000,3,2,2,122,,Northern Metropolitan
Pascoe Vale,2,t,500000,2,2,1,74,,Northern Metropolitan
Pascoe Vale,3,h,1010000,3,1,2,673,,Northern Metropolitan
Pascoe Vale,4,h,1375000,4,2,2,1031,,Northern Metropolitan
Point Cook,3,h,540000,3,2,2,353,,Western Metropolitan
Port Melbourne,2,u,820000,2,2,2,4604,,Southern Metropolitan
Port Melbourne,4,h,2625000,4,3,2,202,,Southern Metropolitan
Prahran,2,h,1400000,2,1,0,212,,Southern Metropolitan
Reservoir,4,h,750000,4,1,6,953,,Northern Metropolitan
Reservoir,3,h,861000,3,2,3,488,,Northern Metropolitan
Reservoir,3,h,612500,3,1,1,170,,Northern Metropolitan
Reservoir,3,h,906000,3,1,2,741,,Northern Metropolitan
Reservoir,3,h,758000,3,1,2,558,,Northern Metropolitan
Reservoir,4,h,900000,4,1,4,646,,Northern Metropolitan
Reservoir,2,h,762000,2,1,1,556,,Northern Metropolitan
Richmond,4,h,2368000,4,1,3,390,,Northern Metropolitan
Ringwood,3,h,1120000,3,1,2,669,,Eastern Metropolitan
Roxburgh Park,4,h,570000,4,2,2,504,,Northern Metropolitan
Roxburgh Park,3,h,515000,3,2,2,532,,Northern Metropolitan
South Yarra,2,u,860000,2,1,1,644,,Southern Metropolitan
Springvale,4,h,1080000,4,2,3,795,,South-Eastern Metropolitan
Springvale South,4,h,850000,4,2,2,584,,South-Eastern Metropolitan
St Albans,3,h,645000,3,1,0,539,,Western Metropolitan
Strathmore,3,h,1280000,3,3,2,571,,Western Metropolitan
Sunbury,4,h,570000,4,2,2,693,,Western Metropolitan
Sunbury,4,h,540000,4,2,2,650,,Western Metropolitan
Sunbury,3,h,482000,3,2,4,664,,Western Metropolitan
Sunbury,3,h,662000,3,1,2,1050,,Western Metropolitan
Sunshine North,4,h,640000,4,1,1,123,,Western Metropolitan
Sunshine North,2,h,732500,2,1,3,630,,Western Metropolitan
Sunshine West,3,h,713500,3,1,2,520,,Western Metropolitan
Taylors Lakes,3,h,705000,3,2,1,677,,Western Metropolitan
Thornbury,3,h,1375000,4,2,3,530,,Northern Metropolitan
Thornbury,3,t,900000,3,2,2,120,,Northern Metropolitan
Tullamarine,3,h,782000,3,2,6,650,,Western Metropolitan
Warrandyte,4,h,1420000,4,3,2,1209,,Eastern Metropolitan
Werribee,4,h,630000,4,2,2,720,,Western Metropolitan
Werribee,4,h,490500,4,2,2,586,,Western Metropolitan
Werribee,3,h,510000,3,1,1,614,,Western Metropolitan
West Footscray,3,h,660000,3,2,2,134,,Western Metropolitan
West Melbourne,3,h,1460000,3,1,1,219,,Northern Metropolitan
Wheelers Hill,4,h,1223000,4,3,2,872,,South-Eastern Metropolitan
Wheelers Hill,3,h,950000,3,2,3,654,,South-Eastern Metropolitan
Wheelers Hill,5,h,1206000,5,2,2,784,,South-Eastern Metropolitan
Wheelers Hill,4,h,1678000,4,2,2,943,,South-Eastern Metropolitan
Williamstown,4,h,1630000,4,3,2,400,,Western Metropolitan
Windsor,3,t,1525000,3,2,2,150,,Southern Metropolitan
Aberfeldie,3,h,1195000,3,2,2,381,,Western Metropolitan
Airport West,3,h,1000001,3,2,1,697,,Western Metropolitan
Airport West,3,h,1064000,3,1,1,767,,Western Metropolitan
Albion,3,u,675000,3,1,1,284,,Western Metropolitan
Alphington,3,h,1170000,3,1,1,268,,Northern Metropolitan
Altona,2,u,458000,2,1,1,63,,Western Metropolitan
Ascot Vale,3,h,870000,3,2,3,388,,Western Metropolitan
Ascot Vale,3,u,870000,3,2,1,3215,,Western Metropolitan
Ashburton,4,h,1550000,4,2,2,670,,Southern Metropolitan
Aspendale,3,h,780000,3,1,2,292,,South-Eastern Metropolitan
Aspendale Gardens,3,h,880000,3,2,1,588,,South-Eastern Metropolitan
Attwood,3,h,640000,3,2,2,607,,Northern Metropolitan
Balwyn,5,h,2750000,5,5,2,1235,,Southern Metropolitan
Balwyn North,4,h,1950000,4,3,1,747,,Southern Metropolitan
Balwyn North,4,h,2000000,4,2,5,700,,Southern Metropolitan
Bayswater North,4,h,900000,4,2,2,656,,Eastern Metropolitan
Beaumaris,3,h,1750000,3,2,2,782,,Southern Metropolitan
Beaumaris,3,h,1354000,3,1,2,612,,Southern Metropolitan
Bentleigh,3,h,1532000,3,1,2,628,,Southern Metropolitan
Bentleigh,4,h,2151000,4,3,2,811,,Southern Metropolitan
Black Rock,4,h,1720000,4,2,2,659,,Southern Metropolitan
Black Rock,4,h,2000000,4,2,4,823,,Southern Metropolitan
Blackburn,3,h,1390000,3,2,3,698,,Eastern Metropolitan
Blackburn North,4,h,1151000,4,2,2,923,,Eastern Metropolitan
Braybrook,3,h,834500,3,1,4,685,,Western Metropolitan
Broadmeadows,3,h,649000,3,1,1,656,,Northern Metropolitan
Broadmeadows,4,h,753000,4,1,2,696,,Northern Metropolitan
Brunswick West,3,h,875000,3,1,1,275,,Northern Metropolitan
Brunswick West,4,h,1250000,4,2,2,600,,Northern Metropolitan
Brunswick West,2,h,1225000,2,1,2,501,,Northern Metropolitan
Bulleen,3,h,980000,3,2,1,573,,Eastern Metropolitan
Bundoora,4,h,758000,4,3,2,331,,Northern Metropolitan
Burwood,4,h,1750000,4,2,4,514,,Southern Metropolitan
Canterbury,4,h,3130000,4,2,2,618,,Southern Metropolitan
Carlton,3,h,1263000,3,1,1,110,,Northern Metropolitan
Cheltenham,3,h,948000,3,1,2,570,,Southern Metropolitan
Clayton South,3,h,850000,3,1,2,613,,South-Eastern Metropolitan
Clayton South,3,h,985000,3,1,2,674,,South-Eastern Metropolitan
Clayton South,3,h,1250500,3,1,2,1226,,South-Eastern Metropolitan
Clayton South,3,h,805000,3,1,1,539,,South-Eastern Metropolitan
Clifton Hill,2,h,1320000,2,1,1,191,,Northern Metropolitan
Coburg,3,h,1326000,3,1,2,524,,Northern Metropolitan
